title,doi,openalex_id,year,confidence_tier,source_link,pdf_url,status,mention_count,matched_terms,match_strength,discovery_source,expectation,scan_method,error
Vertical Motions Forced by Small-Scale Terrain and Cloud Microphysical Response in Extratropical Precipitation Systems,10.1175/jas-d-22-0161.1,https://openalex.org/W4320169021,2022.0,high,https://doi.org/10.1175/jas-d-22-0161.1,https://journals.ametsoc.org/doi/full/10.1175/jas-d-22-0161.1,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Vertical Motions in Orographic Cloud Systems over the Payette River Basin. Part I: Recovery of Vertical Motions and Their Uncertainty from Airborne Doppler Radial Velocity Measurements,10.1175/jamc-d-21-0228.1,https://openalex.org/W4315697784,2022.0,high,http://dx.doi.org/10.1175/jamc-d-21-0228.1,https://journals.ametsoc.org/doi/full/10.1175/jamc-d-21-0228.1,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Vertical Motions in Orographic Cloud Systems over the Payette River Basin. Part II: Fixed and Transient Updrafts and Their Relationship to Forcing,10.1175/jamc-d-21-0229.1,https://openalex.org/W4315697737,2022.0,high,https://doi.org/10.1175/jamc-d-21-0229.1,https://journals.ametsoc.org/doi/full/10.1175/jamc-d-21-0229.1,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Vertical Motions in Orographic Cloud Systems over the Payette River Basin. Part III: An Evaluation of the Impact of Transient Vertical Motions on Targeting during Orographic Cloud Seeding Operations,10.1175/jamc-d-21-0230.1,https://openalex.org/W4315697806,2022.0,high,https://doi.org/10.1175/jamc-d-21-0230.1,https://journals.ametsoc.org/doi/full/10.1175/jamc-d-21-0230.1,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Warming in the land of the midnight sun: breeding birds may suffer greater heat stress at high- versus low-Arctic sites,10.1098/rspb.2022.0300,https://openalex.org/W4292869319,2022.0,high,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2022.0300,https://doi.org/10.1098/rspb.2022.0300,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
"Wind and Turbulence Statistics in the Urban Boundary Layer over a Mountain–Valley System in Granada, Spain",10.3390/rs14102321,https://openalex.org/W4280603403,2022.0,high,https://www.mdpi.com/2072-4292/14/10/2321/pdf?version=1652263892,https://www.mdpi.com/2072-4292/14/10/2321/full?version=1652263892,no_matches,0,,,channel_b:B2:SCALES+Doppler lidar,,html_scrape,
Wintertime Observations of Tropical Northwest Atlantic Aerosol Properties During ATOMIC: Varying Mixtures of Dust and Biomass Burning,10.1029/2021jd036253,https://openalex.org/W4220943707,2022.0,high,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2021JD036253,https://onlinelibrary.wiley.com/doi/full/10.1029/2021jd036253,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
,10.1029/2021ea002081,https://openalex.org/W4213294275,2022.0,high,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2021EA002081,https://onlinelibrary.wiley.com/doi/full/10.1029/2021ea002081,no_matches,0,,,channel_g:ground_truth,,html_scrape,
,10.1175/jtech-d-21-0176.1,https://openalex.org/W4289780932,2022.0,high,https://doi.org/10.1175/jtech-d-21-0176.1,https://journals.ametsoc.org/doi/full/10.1175/jtech-d-21-0176.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
,10.1175/waf-d-22-0016.1,https://openalex.org/W4309468983,2022.0,high,https://journals.ametsoc.org/downloadpdf/journals/wefo/37/11/WAF-D-22-0016.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/waf-d-22-0016.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
,10.1175/wcas-d-21-0171.1,https://openalex.org/W4283733624,2022.0,high,https://journals.ametsoc.org/downloadpdf/journals/wcas/14/3/WCAS-D-21-0171.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/wcas-d-21-0171.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
,10.1175/mwr-d-21-0281.1,https://openalex.org/W4225010507,2022.0,high,https://journals.ametsoc.org/downloadpdf/journals/mwre/150/7/MWR-D-21-0281.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-21-0281.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
A Climatology of Cell Mergers with Supercells and Their Association with Mesocyclone Evolution,10.1175/mwr-d-21-0204.1,https://openalex.org/W4200482056,2021.0,high,https://doi.org/10.1175/mwr-d-21-0204.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-21-0204.1,no_matches,0,,,channel_d:Sean Waugh,,html_scrape,
A Dual-Frequency Radar Retrieval of Two Parameters of the Snowfall Particle Size Distribution Using a Neural Network,10.1175/jamc-d-20-0177.1,https://openalex.org/W3118495285,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/apme/60/3/JAMC-D-20-0177.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/jamc-d-20-0177.1,no_matches,0,,,channel_e:TRACER,,html_scrape,
A Framework for Improving Data Quality of Thermo-Hygrometer Sensors aboard Unmanned Aerial Systems for Planetary Boundary Layer Research,10.5194/amt-2021-316,https://openalex.org/W3215734361,2021.0,high,https://doi.org/10.5194/amt-2021-316,https://amt.copernicus.org/preprints/amt-2021-316/amt-2021-316.html,no_matches,0,,,channel_d:Phillip B. Chilson,,html_scrape,
A Statistical Evaluation of WRF-LES Trace Gas Dispersion Using Project Prairie Grass Measurements,10.1175/mwr-d-20-0233.1,https://openalex.org/W3113084058,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/mwre/149/5/MWR-D-20-0233.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-20-0233.1,no_matches,0,,,channel_d:Julie K. Lundquist,,html_scrape,
A Storm Safari in Subtropical South America: Proyecto RELAMPAGO,10.1175/bams-d-20-0029.1,https://openalex.org/W3154226475,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/bams/102/8/BAMS-D-20-0029.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/bams-d-20-0029.1,no_matches,0,,,channel_e:PECAN,,html_scrape,
A new lidar design for operational atmospheric wind and cloud/aerosol survey from space,10.5194/amt-14-4375-2021,https://openalex.org/W3118277870,2021.0,high,https://amt.copernicus.org/articles/14/4375/2021/amt-14-4375-2021.pdf,https://amt.copernicus.org/articles/14/4375/2021/amt-14-4375-2021.html,mentions_found,1,lidar retrieval,contextual,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Aerosol Properties in Cloudy Environments from Remote Sensing Observations: A Review of the Current State of Knowledge,10.1175/bams-d-20-0225.1,https://openalex.org/W3177104039,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/bams/102/11/BAMS-D-20-0225.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/bams-d-20-0225.1,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
"Airborne lidar observations of wind, water vapor, and aerosol profiles during the NASA Aeolus calibration and validation (Cal/Val) test flight campaign",10.5194/amt-14-4305-2021,https://openalex.org/W3111792102,2021.0,high,https://amt.copernicus.org/articles/14/4305/2021/amt-14-4305-2021.pdf,https://amt.copernicus.org/articles/14/4305/2021/amt-14-4305-2021.html,mentions_found,1,lidar retrieval,contextual,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Aircraft-based inversions quantify the importance of wetlands and livestock for Upper Midwest methane emissions,10.5194/acp-21-951-2021,https://openalex.org/W3082185002,2021.0,high,https://acp.copernicus.org/articles/21/951/2021/acp-21-951-2021.pdf,https://acp.copernicus.org/articles/21/951/2021/acp-21-951-2021.html,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
An overview of the ORACLES (ObseRvations of Aerosols above CLouds and their intEractionS) project: aerosol–cloud–radiation interactions in the southeast Atlantic basin,10.5194/acp-21-1507-2021,https://openalex.org/W3034446243,2021.0,high,https://acp.copernicus.org/articles/21/1507/2021/acp-21-1507-2021.pdf,https://acp.copernicus.org/articles/21/1507/2021/acp-21-1507-2021.html,mentions_found,1,lidar retrieval,contextual,channel_e:PECAN,,html_scrape,
"Analysis of Mesovortex Characteristics, Behavior, and Interactions during the Second 30 June-1 July 2014 Midwestern Derecho Event",10.55599/ejssm.v12i2.67,https://openalex.org/W2772206729,2021.0,high,https://ejssm.com/ojs/index.php/site/article/download/67/66,https://doi.org/10.55599/ejssm.v12i2.67,no_matches,0,,,channel_e:PECAN,,html_scrape,
Analysis of the microphysical properties of snowfall using scanning polarimetric and vertically pointing multi-frequency Doppler radars,10.5194/amt-14-4893-2021,https://openalex.org/W3191552767,2021.0,high,https://amt.copernicus.org/articles/14/4893/2021/amt-14-4893-2021.pdf,https://amt.copernicus.org/articles/14/4893/2021/amt-14-4893-2021.html,no_matches,0,,,channel_e:TRACER,,html_scrape,
Application of Bulk Richardson Parameterizations of Surface Fluxes to Heterogeneous Land Surfaces,10.1175/mwr-d-21-0047.1,https://openalex.org/W3185822169,2021.0,high,https://doi.org/10.1175/mwr-d-21-0047.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-21-0047.1,no_matches,0,,,channel_d:Temple R. Lee,,html_scrape,
"Assessing Boundary Condition and Parametric Uncertainty in Numerical-Weather-Prediction-Modeled, Long-Term Offshore Wind Speed Through Machine Learning and Analog Ensemble",10.5194/wes-2021-33,https://openalex.org/W4255580068,2021.0,high,https://doi.org/10.5194/wes-2021-33,https://wes.copernicus.org/preprints/wes-2021-33/wes-2021-33.html,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
Assessing Transboundary‐Local Aerosols Interaction Over Complex Terrain Using a Doppler LiDAR Network,10.1029/2021gl093238,https://openalex.org/W3166939728,2021.0,high,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2021GL093238,https://onlinelibrary.wiley.com/doi/full/10.1029/2021gl093238,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
"Assessing boundary condition and parametric uncertainty in numerical-weather-prediction-modeled, long-term offshore wind speed through machine learning and analog ensemble",10.5194/wes-6-1363-2021,https://openalex.org/W3163360998,2021.0,high,https://doi.org/10.5194/wes-6-1363-2021,https://wes.copernicus.org/articles/6/1363/2021/wes-6-1363-2021.html,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
Assessing sub-grid variability within satellite pixels over urban regions using airborne mapping spectrometer measurements,10.5194/amt-14-4639-2021,https://openalex.org/W3149252978,2021.0,high,https://amt.copernicus.org/articles/14/4639/2021/amt-14-4639-2021.pdf,https://amt.copernicus.org/articles/14/4639/2021/amt-14-4639-2021.html,no_matches,0,,,channel_e:TRACER,,html_scrape,
Assessing the vertical structure of Arctic aerosols using balloon-borne measurements,10.5194/acp-21-1737-2021,https://openalex.org/W3092263009,2021.0,high,https://acp.copernicus.org/articles/21/1737/2021/acp-21-1737-2021.pdf,https://acp.copernicus.org/articles/21/1737/2021/acp-21-1737-2021.html,no_matches,0,,,channel_d:Gijs de Boer,,html_scrape,
Assessing urban methane emissions using column-observing portable Fourier transform infrared (FTIR) spectrometers and a novel Bayesian inversion framework,10.5194/acp-21-13131-2021,https://openalex.org/W3197298172,2021.0,high,https://doi.org/10.5194/acp-21-13131-2021,https://acp.copernicus.org/articles/21/13131/2021/acp-21-13131-2021.html,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Assimilation of a Coordinated Fleet of Uncrewed Aircraft System Observations in Complex Terrain: EnKF System Design and Preliminary Assessment,10.1175/mwr-d-20-0359.1,https://openalex.org/W3130146097,2021.0,high,https://doi.org/10.1175/mwr-d-20-0359.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-20-0359.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
Author Comment on acp-2021-598,10.5194/acp-2021-598-ac1,https://openalex.org/W3213317539,2021.0,high,https://acp.copernicus.org/articles/22/2255/2022/acp-22-2255-2022.pdf,https://acp.copernicus.org/preprints/acp-2021-598/acp-2021-598-ac1.html,no_matches,0,,,channel_b:B2:RIVoRS+Doppler lidar,,html_scrape,
Bay of Bengal Intraseasonal Oscillations and the 2018 Monsoon Onset,10.1175/bams-d-20-0113.1,https://openalex.org/W3164624898,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/bams/aop/BAMS-D-20-0113.1/BAMS-D-20-0113.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/bams-d-20-0113.1,no_matches,0,,,channel_e:Perdigão,,html_scrape,
Biases in the Prediction of Convective Storm Characteristics with a Convection Allowing Ensemble,10.1175/waf-d-21-0106.1,https://openalex.org/W3210370123,2021.0,high,https://doi.org/10.1175/waf-d-21-0106.1,https://journals.ametsoc.org/doi/full/10.1175/waf-d-21-0106.1,no_matches,0,,,channel_d:James O. Pinto,,html_scrape,
"Boundary-layer height and surface stability at SMEAR II, Hyytiälä, Finland in ERA5 and observations",10.5194/amt-2021-295,https://openalex.org/W3217403399,2021.0,high,https://doi.org/10.5194/amt-2021-295,https://amt.copernicus.org/preprints/amt-2021-295/amt-2021-295.html,no_matches,0,,,channel_b:B2:LAPSE-RATE+Doppler lidar,,html_scrape,
Bringing Microphysics to the Masses: The Blowing Snow Observations at the University of North Dakota: Education through Research (BLOWN-UNDER) Campaign,10.1175/bams-d-20-0199.1,https://openalex.org/W3185911572,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/bams/103/1/BAMS-D-20-0199.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/bams-d-20-0199.1,no_matches,0,,,channel_d:Sean Waugh,,html_scrape,
Case Study of a Long-lived Tornadic Mesocyclone in a Low-CAPE Complex-terrain Environment,10.55599/ejssm.v4i3.20,https://openalex.org/W2248457707,2021.0,high,https://ejssm.com/ojs/index.php/site/article/download/20/19,https://doi.org/10.55599/ejssm.v4i3.20,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Characteristics of Long-Duration Heavy Precipitation Events along the West Coast of the United States,10.1175/mwr-d-20-0336.1,https://openalex.org/W3157907062,2021.0,high,https://doi.org/10.1175/mwr-d-20-0336.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-20-0336.1,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
"Characterizing the Occurrence and Spatial Heterogeneity of Liquid, Ice, and Mixed Phase Low‐Level Clouds Over the Southern Ocean Using in Situ Observations Acquired During SOCRATES",10.1029/2020jd034482,https://openalex.org/W3162138382,2021.0,high,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2020JD034482,https://onlinelibrary.wiley.com/doi/full/10.1029/2020jd034482,no_matches,0,,,channel_e:TRACER,,html_scrape,
Comment on acp-2021-243,10.5194/acp-2021-243-rc1,https://openalex.org/W4250299722,2021.0,high,https://acp.copernicus.org/articles/22/481/2022/acp-22-481-2022.pdf,https://acp.copernicus.org/preprints/acp-2021-243-rc1/acp-2021-243-rc1.html,no_matches,0,,,channel_b:B2:LAPSE-RATE+Doppler lidar,,html_scrape,
Comment on acp-2021-391,10.5194/acp-2021-391-rc3,https://openalex.org/W4251607843,2021.0,high,https://acp.copernicus.org/articles/22/335/2022/acp-22-335-2022.pdf,https://acp.copernicus.org/preprints/acp-2021-391-rc3/acp-2021-391-rc3.html,no_matches,0,,,channel_b:B2:RIVoRS+Doppler lidar,,html_scrape,
Comment on amt-2021-233,10.5194/amt-2021-233-rc2,https://openalex.org/W4233202317,2021.0,high,https://amt.copernicus.org/articles/15/1355/2022/amt-15-1355-2022.pdf,https://amt.copernicus.org/preprints/amt-2021-233-rc2/amt-2021-233-rc2.html,no_matches,0,,,channel_b:B2:RIVoRS+Doppler lidar,,html_scrape,
Comment on amt-2021-68,10.5194/amt-2021-68-rc2,https://openalex.org/W4200578592,2021.0,high,https://doi.org/10.5194/amt-2021-68-rc2,https://amt.copernicus.org/preprints/amt-2021-68-rc2/amt-2021-68-rc2.html,no_matches,0,,,channel_d:Tyler M. Bell,,html_scrape,
Comment on amt-2021-68,10.5194/amt-2021-68-rc1,https://openalex.org/W4237290663,2021.0,high,https://doi.org/10.5194/amt-2021-68-rc1,https://amt.copernicus.org/preprints/amt-2021-68-rc1/amt-2021-68-rc1.html,no_matches,0,,,channel_d:Tyler M. Bell,,html_scrape,
Comment on amt-2021-86,10.5194/amt-2021-86-rc1,https://openalex.org/W4241647968,2021.0,high,https://amt.copernicus.org/articles/14/6929/2021/amt-14-6929-2021.pdf,https://amt.copernicus.org/preprints/amt-2021-86-rc1/amt-2021-86-rc1.html,no_matches,0,,,channel_b:B2:CHEESEHEAD+Doppler lidar,,html_scrape,
Comment on amt-2021-9,10.5194/amt-2021-9-rc1,https://openalex.org/W4247976357,2021.0,high,https://doi.org/10.5194/amt-2021-9-rc1,https://amt.copernicus.org/preprints/amt-2021-9-rc1/amt-2021-9-rc1.html,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Comment on bg-2021-252,10.5194/bg-2021-252-rc2,https://openalex.org/W4200181181,2021.0,high,https://doi.org/10.5194/bg-2021-252-rc2,https://bg.copernicus.org/preprints/bg-2021-252-rc2/bg-2021-252-rc2.html,no_matches,0,,,channel_d:Brian J. Butterworth,,html_scrape,
Comment on essd-2021-175,10.5194/essd-2021-175-rc1,https://openalex.org/W4205903223,2021.0,high,https://doi.org/10.5194/essd-2021-175-rc1,https://essd.copernicus.org/preprints/essd-2021-175-rc1/essd-2021-175-rc1.html,no_matches,0,,,channel_e:TORUS,,html_scrape,
Comment on essd-2021-310,10.5194/essd-2021-310-rc1,https://openalex.org/W4200144748,2021.0,high,https://essd.copernicus.org/articles/14/2129/2022/essd-14-2129-2022.pdf,https://essd.copernicus.org/preprints/essd-2021-310-rc1/essd-2021-310-rc1.html,no_matches,0,,,channel_d:Timothy J. Wagner,,html_scrape,
Comment on gmd-2021-188,10.5194/gmd-2021-188-rc2,https://openalex.org/W4200374107,2021.0,high,https://doi.org/10.5194/gmd-2021-188-rc2,https://gmd.copernicus.org/preprints/gmd-2021-188-rc2/gmd-2021-188-rc2.html,no_matches,0,,,channel_e:PBLTops,,html_scrape,
Comment on gmd-2021-188,10.5194/gmd-2021-188-rc1,https://openalex.org/W4200457179,2021.0,high,https://gmd.copernicus.org/articles/15/291/2022/gmd-15-291-2022.pdf,https://gmd.copernicus.org/preprints/gmd-2021-188-rc1/gmd-2021-188-rc1.html,no_matches,0,,,channel_e:PBLTops,,html_scrape,
Comment on wes-2021-97,10.5194/wes-2021-97-rc2,https://openalex.org/W4210620055,2021.0,high,https://wes.copernicus.org/articles/7/487/2022/wes-7-487-2022.pdf,https://wes.copernicus.org/preprints/wes-2021-97-rc2/wes-2021-97-rc2.html,no_matches,0,,,channel_b:B2:PECAN+Doppler lidar,,html_scrape,
"Comparison of TOA and BOA LW Radiation Fluxes Inferred From Ground‐Based Sensors, A‐Train Satellite Observations and ERA Reanalyzes at the High Arctic Station Eureka Over the 2002–2020 Period",10.1029/2020jd033615,https://openalex.org/W3162320991,2021.0,high,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2020JD033615,https://onlinelibrary.wiley.com/doi/full/10.1029/2020jd033615,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Composite Atmospheric Profiling,10.1007/978-3-030-52171-4_47,https://openalex.org/W3211781682,2021.0,high,https://doi.org/10.1007/978-3-030-52171-4_47,https://link.springer.com/article/10.1007/978-3-030-52171-4_47,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Composited structure of non‐precipitating shallow cumulus clouds,10.1002/qj.4101,https://openalex.org/W3161206904,2021.0,high,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qj.4101,https://onlinelibrary.wiley.com/doi/full/10.1002/qj.4101,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Controls on surface aerosol number concentrations and aerosol-limited cloud regimes over the central Greenland Ice Sheet,10.5194/acp-2021-491,https://openalex.org/W4206446609,2021.0,high,https://doi.org/10.5194/acp-2021-491,https://acp.copernicus.org/preprints/acp-2021-491/acp-2021-491.html,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Controls on surface aerosol particle number concentrations and aerosol-limited cloud regimes over the central Greenland Ice Sheet,10.5194/acp-21-15351-2021,https://openalex.org/W3188745256,2021.0,high,https://doi.org/10.5194/acp-21-15351-2021,https://acp.copernicus.org/articles/21/15351/2021/acp-21-15351-2021.html,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Cool season precipitation projections for California and the Western United States in NA-CORDEX models,10.1007/s00382-021-05632-z,https://openalex.org/W3122940074,2021.0,high,https://link.springer.com/content/pdf/10.1007/s00382-021-05632-z.pdf,https://link.springer.com/article/10.1007/s00382-021-05632-z,error,0,,,channel_e:SPLASH-SAIL,,html_scrape,"Timeout 25000ms exceeded.
=========================== logs ===========================
""load"" event fired
============================================================"
Corrigendum,10.1175/waf-d-21-0055.1,https://openalex.org/W4412524417,2021.0,high,https://doi.org/10.1175/waf-d-21-0055.1,https://journals.ametsoc.org/doi/full/10.1175/waf-d-21-0055.1,no_matches,0,,,channel_d:Michael C. Coniglio,,html_scrape,
"Cross‐valley vortices in the Inn valley, Austria: Structure, evolution and governing force imbalances",10.1002/qj.4159,https://openalex.org/W3197228572,2021.0,high,https://doi.org/10.1002/qj.4159,https://onlinelibrary.wiley.com/doi/full/10.1002/qj.4159,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Demonstrating a Probabilistic Quantitative Precipitation Estimate for Evaluating Precipitation Forecasts in Complex Terrain,10.1175/waf-d-21-0074.1,https://openalex.org/W3215908149,2021.0,high,https://doi.org/10.1175/waf-d-21-0074.1,https://journals.ametsoc.org/doi/full/10.1175/waf-d-21-0074.1,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Dependence of Ice Microphysical Properties On Environmental Parameters: Results from HAIC-HIWC Cayenne Field Campaign,10.1175/jas-d-21-0015.1,https://openalex.org/W3181419372,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/atsc/78/9/JAS-D-21-0015.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/jas-d-21-0015.1,no_matches,0,,,channel_e:TRACER,,html_scrape,
Development of a Random-Forest Cloud-Regime Classification Model Based on Surface Radiation and Cloud Products,10.1175/jamc-d-20-0153.1,https://openalex.org/W3128454605,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/apme/60/4/JAMC-D-20-0153.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/jamc-d-20-0153.1,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Dispersion of Droplet Size Distributions in Supercooled Non‐precipitating Stratocumulus from Aircraft Observations Obtained during the Southern Ocean Cloud Radiation Aerosol Transport Experimental Study,10.1029/2020jd033720,https://openalex.org/W3138179545,2021.0,high,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2020JD033720,https://onlinelibrary.wiley.com/doi/full/10.1029/2020jd033720,no_matches,0,,,channel_e:TRACER,,html_scrape,
Dynamic global vegetation models underestimate net CO<sub>2</sub> flux mean and inter-annual variability in dryland ecosystems,10.1088/1748-9326/ac1a38,https://openalex.org/W3194729526,2021.0,high,https://iopscience.iop.org/article/10.1088/1748-9326/ac1a38/pdf,https://iopscience.iop.org/article/10.1088/1748-9326/ac1a38,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
"Dynamical and surface impacts of the January 2021 sudden stratospheric warming in novel Aeolus wind observations, MLS and ERA5",10.5194/wcd-2-1283-2021,https://openalex.org/W4226277126,2021.0,high,https://doi.org/10.5194/wcd-2-1283-2021,https://wcd.copernicus.org/articles/2/1283/2021/wcd-2-1283-2021.html,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
EUREC <sup>4</sup> A,10.5194/essd-2021-18,https://openalex.org/W4207058175,2021.0,high,https://doi.org/10.5194/essd-2021-18,https://essd.copernicus.org/preprints/essd-2021-18/essd-2021-18.html,no_matches,0,,,channel_d:Gijs de Boer,,html_scrape,
EUREC <sup>4</sup> A,10.5194/essd-13-4067-2021,https://openalex.org/W3122990902,2021.0,high,https://doi.org/10.5194/essd-13-4067-2021,https://essd.copernicus.org/articles/13/4067/2021/essd-13-4067-2021.html,no_matches,0,,,channel_d:Gijs de Boer,,html_scrape,
Edge Detection Method for Determining Boundary Layer Height Based on Doppler Lidar,10.3390/atmos12091103,https://openalex.org/W3198259132,2021.0,high,https://www.mdpi.com/2073-4433/12/9/1103/pdf?version=1630057717,https://www.mdpi.com/2073-4433/12/9/1103/full?version=1630057717,no_matches,0,,,channel_b:B2:VORTEX-SE+Doppler lidar,,html_scrape,
Efficient Graphics Processing Unit Modeling of Street‐Scale Weather Effects in Support of Aerial Operations in the Urban Environment,10.1029/2021av000432,https://openalex.org/W3170038711,2021.0,high,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2021AV000432,https://onlinelibrary.wiley.com/doi/full/10.1029/2021av000432,no_matches,0,,,channel_d:James O. Pinto,,html_scrape,
Efforts to Build Infrastructure Resiliency to Future Hydroclimate Extremes,10.1061/9780784483695.022,https://openalex.org/W3134376320,2021.0,high,https://doi.org/10.1061/9780784483695.022,https://doi.org/10.1061/9780784483695.022,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Evaluating Operational and Experimental HRRR Model Forecasts of Atmospheric River Events in California,10.1175/waf-d-21-0081.1,https://openalex.org/W3200962187,2021.0,high,https://doi.org/10.1175/waf-d-21-0081.1,https://journals.ametsoc.org/doi/full/10.1175/waf-d-21-0081.1,no_matches,0,,,channel_d:David D. Turner,,html_scrape,
Evaluation and Applications of Multi-Instrument Boundary-Layer Thermodynamic Retrievals,10.1007/s10546-021-00640-2,https://openalex.org/W3186768828,2021.0,high,https://doi.org/10.1007/s10546-021-00640-2,https://link.springer.com/article/10.1007/s10546-021-00640-2,error,0,,,channel_g:ground_truth,,html_scrape,"Timeout 25000ms exceeded.
=========================== logs ===========================
""load"" event fired
============================================================"
Evaluation of retrieval methods for planetary boundary layer height based on radiosonde data,10.5194/amt-14-5977-2021,https://openalex.org/W3165071986,2021.0,high,https://amt.copernicus.org/articles/14/5977/2021/amt-14-5977-2021.pdf,https://amt.copernicus.org/articles/14/5977/2021/amt-14-5977-2021.html,no_matches,0,,,channel_b:B2:RIVoRS+Doppler lidar,,html_scrape,
"Evaluation of the COSMO model (v5.1) in polarimetric radar space – Impact of uncertainties in model microphysics, retrievals, and forward operator",10.5194/gmd-2021-188,https://openalex.org/W3198168236,2021.0,high,https://doi.org/10.5194/gmd-2021-188,https://gmd.copernicus.org/preprints/gmd-2021-188/gmd-2021-188.html,no_matches,0,,,channel_e:PBLTops,,html_scrape,
Evaluation of the Rapid Refresh Numerical Weather Prediction Model over Arctic Alaska,10.1175/waf-d-20-0169.1,https://openalex.org/W3145522705,2021.0,high,https://doi.org/10.1175/waf-d-20-0169.1,https://journals.ametsoc.org/doi/full/10.1175/waf-d-20-0169.1,no_matches,0,,,channel_d:Gijs de Boer,,html_scrape,
Examining Relationships between Environmental Conditions and Supercell Motion in Time,10.1175/waf-d-20-0192.1,https://openalex.org/W3138919901,2021.0,high,https://journals.ametsoc.org/downloadpdf/journals/wefo/36/3/WAF-D-20-0192.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/waf-d-20-0192.1,no_matches,0,,,channel_d:Michael C. Coniglio,,html_scrape,
Extreme oxidant amounts produced by lightning in storm clouds,10.1126/science.abg0492,https://openalex.org/W3157106920,2021.0,high,https://doi.org/10.1126/science.abg0492,https://doi.org/10.1126/science.abg0492,no_matches,0,,,channel_d:Sean Waugh,,html_scrape,
