work_key,corpus_class,corpus_source,openalex_id,title,year,doi,openalex_type,source_link,institutions,abstract,discovery_source,discovery_channel,cited_by_count,confidence_tier,repo_id,repo_handle,pdf_url,manual_flag
doi:10.1029/2017rg000593,article,hc_publications,https://openalex.org/W2802938233,Remote Sensing of Droplet Number Concentration in Warm Clouds: A Review of the Current State of Knowledge and Perspectives,2018.0,10.1029/2017rg000593,review,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2017RG000593,"University of Leeds; Leipzig University; Goddard Institute for Space Studies; Columbia University; University of Wisconsin–Madison; Vanderbilt University; Royal Netherlands Meteorological Institute; Colorado State University; Rutherford Appleton Laboratory; University of Oxford; Research Complex at Harwell; Leibniz Institute for Tropospheric Research; University of Washington; National Oceanic and Atmospheric Administration; Deutscher Wetterdienst; Stony Brook University; Goddard Space Flight Center; Langley Research Center; Hebrew University of Jerusalem; Delft University of Technology; Systems Technology (United States); Earth System Science Interdisciplinary Center; University of Maryland, Baltimore County","Abstract The cloud droplet number concentration ( N d ) is of central interest to improve the understanding physics and for quantifying effective radiative forcing by aerosol‐cloud interactions. Current standard satellite retrievals do not operationally provide , but it can be inferred from optical depth τ c radius r e top temperature. This review summarizes issues with this approach quantifies uncertainties. A total relative uncertainty 78% pixel‐level relatively homogeneous, optically thick unobscured stratiform clouds favorable viewing geometry. even greater if these conditions are met. For averages over 1° ×1° regions reduced 54% assuming random errors instrument In contrast, few evaluation studies against reference in situ observations suggest much better accuracy little variability bias. More such required a error characterization. dominated therefore, improvements would greatly quality retrievals. Recommendations made how might achieved. Some existing data sets compared discussed, best practices use current passive instruments (e.g., filtering criteria) recommended. Emerging alternative estimates also considered. First, new ideas additional information upcoming spaceborne second, approaches using high‐quality ground‐based examined.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,434.0,high,,,,
doi:10.1175/jas-d-18-0276.1,article,hc_publications,https://openalex.org/W2899361661,Reply to “Comments on ‘The Regulation of Tornado Intensity by Updraft Width’”,2018.0,10.1175/jas-d-18-0276.1,article,https://journals.ametsoc.org/downloadpdf/journals/atsc/75/11/jas-d-18-0276.1.pdf,University of Illinois Urbana-Champaign,"Motivated in part by the tornado observational record, Trapp et al. (2017, hereinafter TMN17) posed a simple hypothesis linking intensity to rotating-updraft width. TMN17 evaluated this using set of idealized numerical simulations supercell thunderstorms, which ultimately revealed robust linear correlations between peak near-surface vertical vorticity and updraft area at midlevels (~3–7 km above ground).",channel_g:ground_truth,channel_g,10.0,medium,,,,
doi:10.1002/2017gl076908,article,hc_publications,https://openalex.org/W2791155439,Response of the Land‐Atmosphere System Over North‐Central Oklahoma During the 2017 Eclipse,2018.0,10.1002/2017gl076908,article,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017GL076908,National Oceanic and Atmospheric Administration; NOAA Chemical Sciences Laboratory; University of Hohenheim; Cooperative Institute for Research in Environmental Sciences; University of Colorado Boulder; Pacific Northwest National Laboratory; NOAA Physical Sciences Laboratory; Argonne National Laboratory,"Abstract On 21 August 2017, a solar eclipse occurred over the continental United States resulting in rapid reduction and subsequent increase of radiation large region country. The eclipse's effect on land‐atmosphere system is documented unprecedented detail using unique array sensors deployed at three sites north‐central Oklahoma. observations showed that turbulent fluxes heat momentum surface responded quickly to change radiation. decrease sensible flux resulted air temperature below 200 m, motions throughout boundary layer. Furthermore, mixing layer lagged behind fluxes, this lag depended height above surface. increased convective was reestablished as recovered.",channel_b:B2:LAFE+Doppler lidar,channel_b,32.0,high,,,,
doi:10.1016/j.atmosres.2018.09.004,article,hc_publications,https://openalex.org/W2889798957,Sensitivity of WRF simulations with the YSU PBL scheme to the lowest model level height for a sea fog event over the Yellow Sea,2018.0,10.1016/j.atmosres.2018.09.004,article,https://www.sciencedirect.com/science/article/am/pii/S0169809517312553?via%3Dihub,Ocean University of China; China Meteorological Administration; Nanjing University of Information Science and Technology; University of Oklahoma,Lowest model level height WRF YSU PBL scheme Sea fog Virtual,channel_g:ground_truth,channel_g,88.0,medium,,,,
doi:10.20944/preprints201811.0187.v1,article,hc_publications,https://openalex.org/W3122116343,"Summertime Urban Mixing Layer Height over Sofia, Bulgaria",2018.0,10.20944/preprints201811.0187.v1,preprint,https://www.preprints.org/manuscript/201811.0187/v1/download,"Sofia University ""St. Kliment Ohridski""","Mixing layer height (MLH) is a crucial parameter for air quality modelling that still not routinely measured. Common methods MLH determination use atmospheric profiles recorded by radiosonde but they suffer from course temporal resolution since balloon launching only twice day. Recently cheap ceilometers are gaining popularity in the retrieval of diurnal evolution based on aerosol profiles. This study presents comparison proprietary (Jenoptik) and free available (STRAT) algorithms to retrieve cycle. The accomplished summer season over urban area data used estimate MLHs according parcel, lapse rate, Richardson (the last algorithm as reference study) addition. It was found STRAT Jenoptik give lower than with an underestimation about 150m 650m respectively. Additionally, showed reasonable performance tracking evolution. Daily maximum 2000m late afternoon (18-19 LT). In contrast, more weaknesses, mainly attributed its real-time operation independent processing single profile. At night during morning transition period, both lidar-based difficulties often ceilometer&amp;rsquo;s incomplete overlapping zone so residual or advected layers aloft were misleadingly reported mixing (ML).",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,1.0,high,,,,
doi:10.1029/2018gl080667,article,hc_publications,https://openalex.org/W2901217235,The Carr Fire Vortex: A Case of Pyrotornadogenesis?,2018.0,10.1029/2018gl080667,article,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018GL080667,"University of Nevada, Reno; NOAA National Severe Storms Laboratory; NOAA National Centers for Environmental Prediction; NOAA Storm Prediction Center; University of Idaho","Abstract Radar and satellite observations document the evolution of a destructive fire‐generated vortex during Carr fire on 26 July 2018 near Redding, California. The National Weather Service estimated that surface wind speeds in were excess 64 m/s, equivalent to an EF‐3 tornado. data show formed within antecedent region cyclonic shear along perimeter immediately following rapid vertical development convective plume, which grew from 6 12 km aloft just 15 min. plume was linked release moist instability pyrocumulonimbus (pyroCb). As cloud grew, intensified ascended, eventually reaching altitude 5,200 m. role pyroCb concentrating near‐surface vorticity distinguishes this event other vortices suggests dynamical similarities nonmesocyclonic tornadoes.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,114.0,high,,,,
doi:10.1029/2018jd029055,article,hc_publications,https://openalex.org/W2900538318,"The Dynamical Coupling of Convective Updrafts, Downdrafts, and Cold Pools in Simulated Supercell Thunderstorms",2018.0,10.1029/2018jd029055,article,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018JD029055,University of Illinois Urbana-Champaign,"Abstract The initiation of second‐generation convective storms by the cold pools first‐generation is known to depend on pool characteristics such as depth and speed. It not clear, however, how these relate back storm components and, in turn, environment. Here we investigate hypothesis that wider updraft cores result downdraft cores, which subsequently lead development deeper are more likely initiate new convection. This addressed using a large set idealized numerical simulations highly organized storms, specifically, supercells. Quantifications show strong interrelationships between area, depth, thus supporting our primary hypothesis. These sensitive parcel buoyancy vertical wind shear, with available potential energy, deep mixed layer ultimately contributing deepest (and strongest) pools. Diagnoses forcings accelerations draft width, therefore initially influenced linear dynamic forcings, but thereafter controlled mostly nonlinear forcings. results, overall, have implications (or improvement) parameterizations weather climate models.",channel_g:ground_truth,channel_g,62.0,medium,,,,
doi:10.1175/bams-d-17-0227.1,article,hc_publications,https://openalex.org/W2903457282,The Perdigão: Peering into Microscale Details of Mountain Winds,2018.0,10.1175/bams-d-17-0227.1,article,https://journals.ametsoc.org/downloadpdf/journals/bams/100/5/bams-d-17-0227.1.pdf,"University of Notre Dame; Technical University of Denmark; Universidade do Porto; University of Colorado Boulder; Cornell University; Portuguese Sea and Atmosphere Institute; NSF National Center for Atmospheric Research; University of California, Berkeley; Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR); DEVCOM Army Research Laboratory; University of Oklahoma; Institute of Mechanical Engineering and Industrial Mangement; National Oceanic and Atmospheric Administration; NOAA Earth System Research Laboratory; Carl von Ossietzky Universität Oldenburg","Abstract A grand challenge from the wind energy industry is to provide reliable forecasts on mountain winds several hours in advance at microscale (∼100 m) resolution. This requires better wind-energy physics included forecasting tools, for which field observations are imperative. While mesoscale (∼1 km) measurements abound, processes not monitored practice nor do plentiful exist this scale. After a decade of preparation, group European and U.S. collaborators conducted campaign during 1 May–15 June 2017 Vale Cobrão central Portugal delve into complex terrain. valley nestled within parallel double ridge near town Perdigão with dominant climatology normal ridges, offering nominally simple yet natural setting fundamental studies. The dense instrument ensemble deployed covered ∼4 km × 4 swath horizontally ∼10 vertically, measurement resolutions tens meters seconds. Meteorological data were collected continuously, capturing multiscale flow interactions synoptic microscales, diurnal variability, thermal circulation, turbine wake acoustics, waves, turbulence. Particularly noteworthy extensiveness array, space–time scales covered, use leading-edge multiple-lidar technology alongside conventional tower remote sensors, fruitful cross-Atlantic partnership, adaptive management campaign. Preliminary analysis uncovered interesting new phenomena. All being archived public use.",channel_b:B2:Perdigão+Doppler lidar,channel_b,203.0,medium,,,,
doi:10.1175/jas-d-17-0172.1,article,hc_publications,https://openalex.org/W2809811034,The Potential Role of Atmospheric Bores and Gravity Waves in the Initiation and Maintenance of Nocturnal Convection over the Southern Great Plains,2018.0,10.1175/jas-d-17-0172.1,article,https://journals.ametsoc.org/downloadpdf/journals/atsc/76/1/jas-d-17-0172.1.pdf,"Albany State University; University at Albany, State University of New York; University of Oklahoma","Abstract This investigation explores the relationship among bores, gravity waves, and convection within nocturnal environment through utilization of measurements taken during International H2O Project (IHOP_2002) over Southern Great Plains. The most favorable conditions for deep were found to occur boundary layer late afternoon early evening hours in association with diurnal cycle solar insolation. At night, layers at above height southerly low-level jet distinct maxima both westerly components wind. Observations passage 13 wave disturbances a comprehensive profiling site show average maximum net upward displacements these waves estimated be ~900 ~660 m, respectively. lifting was not limited stable layer, but reached into conditionally unstable aloft. Since persisted many as propagated away from convection, areas well excess 10 000 km2 are likely impacted by this ascent. can directly maintain existing aid initiation new reducing convective inhibition vicinity active convection. In agreement past studies, strong ascent lowest ~1.5 km generally consistent bore. However, separate responses also occurred low-frequency may explain such disturbances.",channel_b:B2:PECAN+Doppler lidar,channel_b,55.0,high,,,,
doi:10.1175/mwr-d-17-0128.1,article,hc_publications,https://openalex.org/W2800505528,Understanding the Impact of Radar and In Situ Observations on the Prediction of a Nocturnal Convection Initiation Event on 25 June 2013 Using an Ensemble-Based Multiscale Data Assimilation System,2018.0,10.1175/mwr-d-17-0128.1,article,https://journals.ametsoc.org/downloadpdf/journals/mwre/146/6/mwr-d-17-0128.1.pdf,University of Oklahoma; Pennsylvania State University,"The initiation of new convection at night in the Great Plains contributes to a nocturnal maximum precipitation and produces localized heavy rainfall severe weather hazards region. Although previous work has evaluated numerical model forecasts data assimilation (DA) impacts for (CI), most studies focused only on that initiates during afternoon not explicitly thunderstorms. In this study, we investigate impact assimilating situ radar observations CI event 25 June 2013 using an ensemble-based DA forecast system. Results study show successful resulted when conventional inner, convection-allowing domain. Assimilating strengthened preexisting southwestern Kansas by enhancing buoyancy locally strengthening low-level convergence. enhanced produced cold pool that, together with increased convergence along northwestern jet (LLJ) terminus near region CI, was important mechanism lifting parcels their level free convection. Gravity waves were also atop provided further elevated ascent. improved suppressing spurious reducing number ensemble members outflow boundary. fact assimilated suggests accurately capturing preconvective environment specific mesoscale features is especially forecasts.",channel_b:B2:PECAN+Doppler lidar,channel_b,22.0,high,,,,
doi:10.5194/acp-18-311-2018,article,hc_publications,https://openalex.org/W2735357561,Vertically resolved concentration and liquid water content of atmospheric nanoparticles at the US DOE Southern Great Plains site,2018.0,10.5194/acp-18-311-2018,article,https://www.atmos-chem-phys.net/18/311/2018/acp-18-311-2018.pdf,"University of California, Irvine; Colorado State University; NSF National Center for Atmospheric Research; NSF NCAR Atmospheric Chemistry Observations & Modeling; University of Minnesota; Augsburg University","Abstract. Most prior field studies of new particle formation (NPF) have been performed at or near ground level, leaving many unanswered questions regarding the vertical extent NPF. To address this, we measured concentrations 11–16 nm diameter particles from level to 1000 m during 2013 New Particle Formation Study Atmospheric Radiation Measurement Southern Great Plains site in Lamont, Oklahoma. The measurements were using a tethered balloon carrying two condensation counters that configured for different cut-off diameters. These observations compared data three scanning mobility sizers level. We observed generated top region boundary layer, and then rapidly mixed throughout layer. also estimate liquid water content nanoparticles ground-based hygroscopicity obtained with Humidified Tandem Differential Mobility Analyzer vertically resolved relative humidity (RH) temperature Raman lidar. Our analyses these lead following conclusions formed NPF events this site: (1) may not always accurately represent timing, distribution, meteorological conditions associated onset NPF; (2) are highly hygroscopic typically contain up 50 % by volume, high RH combined hygroscopicity, can be 95 volume; (3) increased greatly enhances partitioning water-soluble species like organic acids into ambient nanoparticles.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,45.0,high,,,,
doi:10.1175/jamc-d-17-0361.1,article,ground_truth_mandatory,https://openalex.org/W2804092474,WRF Model Study of the Great Plains Low-Level Jet: Effects of Grid Spacing and Boundary Layer Parameterization,2018.0,10.1175/jamc-d-17-0361.1,article,https://doi.org/10.1175/jamc-d-17-0361.1,Cooperative Institute for Mesoscale Meteorological Studies; University of Oklahoma; University of Utah,"Abstract Previous studies have shown that the Weather Research and Forecasting (WRF) Model often underpredicts strength of Great Plains nocturnal low-level jet (NLLJ), which has implications for weather, climate, aviation, air quality, wind energy in region. During Lower Atmospheric Boundary Layer Experiment (LABLE) conducted 2012, NLLJs were frequently observed at high temporal resolution, allowing detailed documentation their development evolution throughout night. Ten LABLE cases with chosen to systematically evaluate WRF Model’s ability reproduce NLLJs. runs performed 4-, 2-, 1-km horizontal spacing default stretched vertical grid a nonstretched 40-m vertically spaced investigate configurations are optimal NLLJ modeling. These tests using three common boundary layer parameterization schemes: Mellor–Yamada Nakanishi Niino, Yonsei University, Quasi-Normal Scale Elimination. It was found refining does not necessarily improve modeled wind. Increasing number levels on non-stretched provides more information about structure some schemes, but benefit is limited by computational expense model stability. Simulations be less sensitive than configuration. The Elimination scheme future simulation studies.",channel_g:ground_truth,channel_g,6.0,high,,,,
doi:10.1175/waf-d-18-0184.1,article,ground_truth_mandatory,https://openalex.org/W2926583838,,2019.0,10.1175/waf-d-18-0184.1,article,https://journals.ametsoc.org/downloadpdf/journals/wefo/34/3/waf-d-18-0184_1.pdf,Cooperative Institute for Mesoscale Meteorological Studies; NOAA Air Resources Laboratory; NOAA Earth System Research Laboratory,"Abstract The High-Resolution Rapid Refresh (HRRR) model became operational at the National Centers for Environmental Prediction (NCEP) in 2014 but HRRR’s performance over certain regions of coterminous United States has not been well studied. In present study, we evaluated how version 2 HRRR, which NCEP August 2016, simulates near-surface meteorological fields and surface energy balance two locations northern Alabama. We 1-, 3-, 6-, 12-, 18-h HRRR forecasts, as initial conditions (i.e., 0-h fields) using flux observations obtained from 10-m micrometeorological towers installed near Belle Mina Cullman, During 8-month evaluation period, 1 September 2016 to 30 April 2017, found that accurately simulated air dewpoint temperature (R2 &amp;gt; 0.95). When comparing output with observed sensible, latent, ground heat both sites, agreement was weaker ≈ 0.7), root-mean-square errors were much larger than those variables. These findings help motivate need additional work improve representation fluxes their coupling atmosphere future versions be more physically realistic.",channel_g:ground_truth,channel_g,44.0,high,,,,
doi:10.1175/mwr-d-18-0257.1,article,ground_truth_mandatory,https://openalex.org/W2912719005,,2019.0,10.1175/mwr-d-18-0257.1,article,https://journals.ametsoc.org/downloadpdf/journals/mwre/147/4/mwr-d-18-0257.1.pdf,University of Alabama in Huntsville,"Abstract Dual-Doppler radar observations of two cold-season, wave-propagating quasi-linear convective systems (QLCS), which evolved in high-shear, low-CAPE (HSLC) environments, are analyzed to determine the role that horizontal shearing instability (HSI) plays formation mesovortices. One QLCS occurred on 4 January 2015 and produced mesovortices within dual-Doppler region, one was associated with an EF-1 tornado a pathlength 10 km. The second 28 November 2016 did not produce any Storm characteristics such as low-level wind speed shift angle investigated. Rayleigh Fjørtoft criteria, required but insufficient for HSI, also examined. criteria satisfied QLCS, highlighting issues “required, insufficient” characteristic criteria. Analysis agree previous studies pronounced shifts close 90° strong speeds were conducive mesovortices, while weak angles weaker not. It found case, HSI likely mechanism vortices other features preexisting mesovortexgenesis theories observed.",channel_g:ground_truth,channel_g,16.0,medium,,,,
doi:10.1175/mwr-d-18-0291.1,article,hc_publications,https://openalex.org/W2917847774,A Composite Perspective on Bore Passages during the PECAN Campaign,2019.0,10.1175/mwr-d-18-0291.1,article,https://journals.ametsoc.org/downloadpdf/journals/mwre/147/4/mwr-d-18-0291.1.pdf,University of Wisconsin–Madison; Cooperative Institute for Climate and Satellites; NOAA Earth System Research Laboratory,"Abstract Atmospheric bores have been shown to a role in the initiation and maintenance of elevated convection. Previous observational studies case more notable events. However, this creates selection bias toward extraordinary cases, while discussions differences between that favor convective do not are lacking from literature. This study attempts fill gap by analyzing high-temporal-resolution thermodynamic profile composite eight observed multiple platforms during Plains Elevated Convection at Night (PECAN) campaign order assess impact on environment. The time–height cross section potential temperature displays quasi-permanent parcel displacements up 900 m with bore passage. Low-level lifting is weaken capping inversion reduce inhibition (CIN) level free convection (LFC). Additionally, low-level water vapor increases about 1 g kg −1 mean. By assessing variability across it result available energy (CAPE), drying results decreased CAPE. Most cases resulted CIN LFC height passage, but only some increased suggests will increase for initiation, future research should be directed better understanding CAPE as those types severity",channel_b:B2:PECAN+Doppler lidar,channel_b,26.0,medium,,,,
doi:10.1175/mwr-d-18-0423.1,article,ground_truth_mandatory,https://openalex.org/W2945129431,"An Evaluation of the Impact of Assimilating AERI Retrievals, Kinematic Profilers, Rawinsondes, and Surface Observations on a Forecast of a Nocturnal Convection Initiation Event during the PECAN Field Campaign",2019.0,10.1175/mwr-d-18-0423.1,article,https://doi.org/10.1175/mwr-d-18-0423.1,University of Oklahoma; Pennsylvania State University,"Abstract Numerical weather prediction models often fail to correctly forecast convection initiation (CI) at night. To improve our understanding of such events, researchers collected a unique dataset thermodynamic and kinematic remote sensing profilers as part the Plains Elevated Convection Night (PECAN) experiment. This study evaluates impacts made nocturnal CI on 26 June 2015 by assimilating network atmospheric emitted radiance interferometers (AERIs), Doppler lidars, radio wind profilers, high-frequency rawinsondes, mobile surface observations using an advanced, ensemble-based data assimilation system. Relative operational forecasts, PECAN improves timing, location, orientation event. Specifically, rawinsondes are shown be most impactful instrument enhancing moisture advection into region in forecast. Assimilating profiles AERIs increases midlevel ensemble probability The AERI retrievals, remain large throughout forecasting growth event mesoscale convective lidar only slightly convergence along outflow boundary that partially forces Our findings suggest profiling instruments has potential greatly short-term forecasts convection.",channel_g:ground_truth,channel_g,33.0,low,,,,
doi:10.5194/amt-2018-461,article,hc_publications,https://openalex.org/W4231336538,Automated Wind Turbine Wake Characterization in Complex Terrain,2019.0,10.5194/amt-2018-461,preprint,https://doi.org/10.5194/amt-2018-461,Cornell University,"Abstract. An automated wind turbine wake characterization algorithm has been developed and applied to a dataset of over 19,000 scans measured by scanning Doppler lidar at Perdigão the period January June 2017. The correctly identifies centre position in 62 % possible cases, 46 having clear well-defined while 16 have split centres or multiple lobes. Only 5 cases are not detected, remaining 33 could be categorized either subjectively, mainly due complexity background flow. Average heights inflow speeds shown initially lofted (to 2 rotor diameters, D) except when exceed 12 ms−1. Even under low speeds, 3.5 D downstream turbine, mean is below initial hub-height descends broadly following terrain slope. However, this behaviour strongly linked hour day atmospheric stability. Overnight stable conditions average height 10 m higher than unstable 17 4.5 turbine.",channel_b:B2:Perdigão+Doppler lidar,channel_b,8.0,medium,,,https://amt.copernicus.org/preprints/amt-2018-461/amt-2018-461.pdf,
doi:10.5194/amt-12-3463-2019,article,hc_publications,https://openalex.org/W2908843659,Automated wind turbine wake characterization in complex terrain,2019.0,10.5194/amt-12-3463-2019,article,https://amt.copernicus.org/articles/12/3463/2019/amt-12-3463-2019.pdf,Cornell University,"Abstract. An automated wind turbine wake characterization algorithm has been developed and applied to a data set of over 19 000 scans measured by ground-based scanning Doppler lidar at Perdigão, Portugal, the period January June 2017. Potential cases are identified speed, direction availability retrieved free-stream speed. The correctly identifies centre position in 62 % possible cases, with 46 having clear well-defined surrounded coherent area lower speeds while 16 have split centres or multiple lobes where speed volumes no longer areas but present as two more distinct lobes. Only 5 not detected; remaining 33 could be categorized either subjectively, mainly due complexity background flow. Average heights inflow shown initially lofted (to rotor diameters, D, downstream) except when exceed 12 ms−1. Even under low speeds, 3.5 D downstream turbine, mean is below initial hub height descends broadly following terrain slope. However, this behaviour strongly linked hour day atmospheric stability. Overnight stable conditions, average 10 m higher than unstable conditions 2 from 17 4.5 downstream.",channel_b:B2:Perdigão+Doppler lidar,channel_b,38.0,medium,,,,
doi:10.1175/waf-d-18-0207.1,article,hc_publications,https://openalex.org/W2973256391,Can Mountain Waves Contribute to Damaging Winds Far Away from the Lee Slope?,2019.0,10.1175/waf-d-18-0207.1,article,https://journals.ametsoc.org/downloadpdf/journals/wefo/34/6/waf-d-18-0207_1.pdf,University of Washington; University of Manchester; NOAA National Weather Service; National Centre for Atmospheric Science; Colorado State University,"Abstract On 25 December 2016, a 984-hPa cyclone departed Colorado and moved onto the northern plains, drawing nearby Arctic front into circulation wrapping it cyclonically around equatorward side of cyclone. A 130-km-wide 850-km-long swath surface winds exceeding m s−1 originated underneath comma head lee followed track from to Minnesota. These strong formed in association with downslope windstorm mountain wave over Wyoming, producing an elevated jet winds. Central distribution this case is air mass, which both shielded friction behind facilitated mixing down just front, due steep lapse rates associated cold-air advection. The intense south center transported away mountains out across Great Plains. This compared otherwise similar that occurred on 28–29 February 2012 occurred, but no mesoscale wind maximum absence well-defined postfrontal stable layer. Despite superficial similarities sting (e.g., origin midtroposphere within cyclone, descent evaporating head, acceleration top boundary layer, existence separate cold conveyor belt), was not caused by jet.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,2.0,high,,,,
doi:10.1029/2019jd030287,article,hc_publications,https://openalex.org/W2956056369,Characteristics of Atmospheric Turbulence Retrieved From High Vertical‐Resolution Radiosonde Data in the United States,2019.0,10.1029/2019jd030287,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019JD030287,"Yonsei University; Centre National de la Recherche Scientifique; Sorbonne Université; Institut Pierre-Simon Laplace; Laboratoire atmosphères, milieux, observations spatiales; Stony Brook School; Stony Brook University","Abstract In this study, we estimate atmospheric turbulence in the free atmosphere terms of Thorpe scale ( L T ) and eddy dissipation rate ε using U.S. high vertical‐resolution radiosonde data over 4 years (September 2012 to August 2016) at 68 operational stations. addition, same calculations are conducted for 12 (October 2005 September 2017) four stations among These have a vertical resolution approximately 5 m extend an altitude 33 km, thus, can be retrieved entire troposphere lower stratosphere. There thicker stronger turbulent layers than stratosphere, with mean values 1.84 × 10 −4 1.37 2 /s 3 respectively. The structure exhibits strong seasonal variations, especially upper largest summer smallest winter. horizontal distribution , large is seen mainly above mountainous region troposphere, but pattern not Although estimated by square multiplied cube Brunt‐Väisälä frequency N ), regions matched where relatively small. For time series near tropopause stations, annual variation prominent all without significant interannual variations. is, however, slightly increasing trend two",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,65.0,high,,,,
doi:10.1175/waf-d-18-0211.1,article,hc_publications,https://openalex.org/W2952903244,Characteristics of Tornado Events and Warnings in the Southeastern United States,2019.0,10.1175/waf-d-18-0211.1,article,https://journals.ametsoc.org/downloadpdf/journals/wefo/34/4/waf-d-18-0211_1.pdf,Pennsylvania State University; Cooperative Institute for Mesoscale Meteorological Studies; NOAA National Severe Storms Laboratory; NOAA Storm Prediction Center; University of Oklahoma,"Abstract The southeastern United States has become a prime area of focus in tornado-related literature due, part, to the abundance tornadoes occurring high-shear low-CAPE (HSLC) environments. Through this analysis 4133 tornado events and 16 429 warnings States, we find that Southeast do indeed have, on average, higher shear lower CAPE than elsewhere contiguous (CONUS). We also examine warning skill form probability detection (POD; percent receiving prior occurrence) false alarm ratio (FAR; for which no corresponding is detected), that, POD better FAR worse CONUS as whole. These measures remain consistent even when consider only HSLC tornadoes. nearly double percentage deadly tornadoes, with highest these during spring, winter, around local sunset. On however, lowest tend be those are weakest least likely deadly; most dangerous storms being successfully warned.",channel_g:ground_truth,channel_g,53.0,high,,,,
doi:10.5194/acp-19-3797-2019,article,hc_publications,https://openalex.org/W2890245536,Characterizing wind gusts in complex terrain,2019.0,10.5194/acp-19-3797-2019,article,https://acp.copernicus.org/articles/19/3797/2019/acp-19-3797-2019.pdf,Cornell University,"Abstract. Wind gusts are a key driver of aerodynamic loading, especially for tall structures such bridges and wind turbines. However, gust characteristics in complex terrain not well understood common approximations used to describe behavior may be appropriate at heights relevant turbines other structures. Data collected the Perdigão experiment analyzed herein provide foundation improved characterization process-level understanding flow intermittency terrain. High-resolution observations from sonic anemometers vertically pointing Doppler lidars conduct detailed study with specific focus on parent distributions nine parameters (that velocity, time, length scales), their joint distributions, height variation, coherence vertical horizontal planes. Best-fit distributional forms varying properties show good agreement those previous experiments moderately but generate nonconservative estimates that importance structural loading. Probability magnitude derived exhibit despite differences arising volumetric averaging complexity. speed functions during gusty periods (which important loading) similar less sites small displacements (10 40 m), do an exponential form larger (800 1500 m).",channel_b:B2:Perdigão+Doppler lidar,channel_b,40.0,medium,,,,
doi:10.1175/mwr-d-19-0123.1,article,hc_publications,https://openalex.org/W2970070034,Convection Initiation Aided by Lake-Breeze Convergence over the Niagara Peninsula,2019.0,10.1175/mwr-d-19-0123.1,article,https://journals.ametsoc.org/downloadpdf/journals/mwre/147/11/mwr-d-19-0123.1.pdf,Western University; Environment and Climate Change Canada; McGill University,"Abstract Observations from the 2015 Environment and Climate Change Canada Pan/Parapan American Science Showcase (ECPASS) real-case, cloud-resolving numerical simulations with Weather Research Forecasting (WRF) Model are used to investigate two cases of moist convection forced by lake-breeze convergence over southern Ontario (18 July 15 August 2015). The shared several characteristics, including high pressure conditions, similar morning soundings, isolated afternoon along a line between Lakes Erie Ontario. However, was significantly stronger in case, robustly deeper clouds larger radar reflectivities than case. Synoptic mesoscale analyses these events reveal that key difference them their large-scale forcing. event exhibited combination strong warm advection descent at midlevels (850–650 hPa), which created an inversion layer capped cloud tops 4–6 km. case features (large-scale advection), but were focused higher levels (700–400 hPa) weaker. As consequence, less suppressed ascended (reaching 8 km). Although subcloud updraft zone also found be this effect, rather cause, within layer.",channel_b:B2:LAPSE-RATE+Doppler lidar,channel_b,15.0,high,,,,
